"ACT_CUM_75","Adm_Rate","Avg_Cost_Academic_Year","Avg_Cost_Program_Year","Avg_Fac_Sal","City","City_State","COLLEGE","Compl_Repay_1yr_Rate","Compl_Repay_7yr_Rate","CompletionRate_150_4","CompletionRate_150_L4","Control","Highest_Deg","In_state_Tuition","Institution_Name","Lat","Level_of_institution","Locale","Long","Low_Inc_Aid","Main_Campus","Noncom_Repay_1yr_Rate","Noncom_Repay_7yr_Rate","Out_of_state_Tuition","Parent_Ed_HS","Parent_Ed_MS","Parent_Ed_PS","Percent_2OrMore","Percent_AIAN","Percent_Asian","Percent_Black","Percent_Female","Percent_First_Gen","Percent_Full_time_Fac","Percent_Hisp","Percent_Male","Percent_NHPI","Percent_NRA","Percent_Part_time","Percent_UNKN","Percent_Veterans","Percent_White","Predominant_Ugrad_Deg","Religious_Affiliation","RetentionRate_FT4","RetentionRate_FTL4","RetentionRate_PT4","RetentionRate_PTL4","SAT_M_75","SAT_R_75","SAT_W_75","State","TIV_Approval_Date","Top3Majors","Undergrad_Enrollment","URL","Zip"
24,0.9672,35524,0,6132,"Fort_Wayne","Fort_Wayne_IN",635,0.649762282,0.86637931,0.5596,0.0,"Private_nonprofit","Graduate_degree",28310,"University_of_Saint_Francis-Fort_Wayne",41.087205,4,"City:_Large_(population_of_250,000_or_more)",-85.177246,0.306122449,"Yes",0.384615385,0.628205128,28310,0.339622642,0.019811321,0.640566038,0.0193,0.0017,0.0114,0.0745,0.722271517,0.359433962,0.4633,0.0762,0.125110914,0.0017,0.0051,0.161,0.0085,0.0,0.8015,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.7122,0.0,1.0,0.0,550,540,530,"IN",1965-12-01,"Biomedical_Engineering,_Chinese,_Mechanical_Engineering",1758,"www.sf.edu",468083994
0,0.0,12152,0,5650,"Grants","Grants_NM",1313,0.573252103,0.786295503,0.0,0.1899,"Public","Associate_degree",1896,"New_Mexico_State_University-Grants",35.165965,2,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-107.843638,0.577263158,"No",0.257632869,0.474358974,3936,0.36004074,0.07621796,0.5637413,0.0132,0.3102,0.0066,0.0033,0.576561404,0.4362587,0.1912,0.3795,0.105964912,0.0033,0.0033,0.4323,0.1023,0.004210526,0.1782,"Predominantly_associates-degree_granting","",0.0,0.4222,0.0,0.2273,0,0,0,"NM",1965-12-01,"Nursing,_Hebrew,_Anthropology",303,"grants.nmsu.edu/",870202025
0,0.7292,54858,0,9051,"Easton","Easton_MA",948,0.845771144,0.933634993,0.7964,0.0,"Private_nonprofit","Bachelors_degree",39900,"Stonehill_College",42.05905,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-71.080632,0.12012012,"Yes",0.708571429,0.780701754,39900,0.0,0.0,0.836099585,0.0218,4.0E-4,0.0206,0.0469,0.608608609,0.163900415,0.6301,0.0506,0.0,4.0E-4,0.0089,0.0069,0.0194,0.0,0.8309,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.9238,0.0,0.0,0.0,0,0,0,"MA",1965-01-01,"Applied_Mathematics,_Aerospace_Engineering,_Marketing",2472,"www.stonehill.edu",23576110
28,0.7609,22947,0,8349,"Mesa","Mesa_AZ",2502,0.659742065,0.770931883,0.6127,0.0,"Public","Graduate_degree",9886,"Arizona_State_University-Polytechnic",33.307142,4,"City:_Large_(population_of_250,000_or_more)",-111.677225,0.424198331,"No",0.389951936,0.555471698,25181,0.33330323,0.04801469,0.61868208,0.0433,0.014,0.057,0.044,0.556830661,0.381317921,0.9524,0.2046,0.150779706,0.0041,0.0811,0.1313,0.0067,0.006534153,0.5452,"Predominantly_bachelors-degree_granting","",0.8487,0.0,0.3333,0.0,640,610,0,"AZ",2001-04-04,"Economics,_Geography,_Biblical_Studies",3861,"www.asu.edu/",85212
0,0.0,14274,0,7152,"Lynnwood","Lynnwood_WA",2289,0.553846154,0.62745098,0.0,0.2846,"Public","Associate_degree",3756,"Edmonds_Community_College",47.816376,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-122.327598,0.621675866,"Yes",0.3371266,0.515117581,9466,0.388588589,0.049249249,0.562162162,0.0642,0.0101,0.1446,0.0642,0.590566984,0.437837838,0.981,0.0823,0.18364275,0.0042,0.1016,0.4487,0.0618,0.007526342,0.467,"Predominantly_certificate-degree_granting","",0.0,0.6814,0.0,0.4564,0,0,0,"WA",1967-05-01,"Nursing,_Industrial_Engineering,_Sports_Management",4047,"www.edcc.edu",980365912
0,0.6275,62184,0,9194,"Santa_Fe","Santa_Fe_NM",2429,0.743902439,0.858695652,0.4894,0.0,"Private_nonprofit","Graduate_degree",50878,"St._Johns_College_NM",35.666974,4,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-105.912478,0.361111111,"Yes",0.660194175,0.78761062,50878,0.0,0.0,0.0,0.0337,0.0,0.0307,0.0092,0.381944444,0.0,0.7407,0.0859,0.0,0.0031,0.2546,0.0184,0.0092,0.0,0.5736,"Predominantly_bachelors-degree_granting","",0.8267,0.0,0.0,0.0,0,0,0,"NM",1969-01-01,"Russian,_Latin_American_Studies,_Architecture",326,"www.sjc.edu",875054599
24,0.9812,17348,0,5907,"Valley_City","Valley_City_ND",1598,0.824120603,0.915584416,0.3502,0.0,"Public","Graduate_degree",7196,"Valley_City_State_University",46.918517,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-98.00389,0.257894737,"Yes",0.54180602,0.72519084,16016,0.0,0.0,0.737523105,0.0324,0.0115,0.0063,0.0355,0.535087719,0.262476895,0.6491,0.0574,0.112280702,0.001,0.0261,0.2432,0.0073,0.0,0.8225,"Predominantly_bachelors-degree_granting","",0.711,0.0,0.6111,0.0,470,480,450,"ND",1965-12-01,"Nursing,_Education,_Biomedical_Engineering",958,"www.vcsu.edu",58072
0,0.0,17734,0,6923,"Kansas_City","Kansas_City_KS",719,0.465168539,0.714285714,0.0,0.2872,"Public","Associate_degree",3240,"Kansas_City_Kansas_Community_College",39.121911,2,"City:_Midsize_(population_of_at_least_100,000_but_less_than_250,000)",-94.748061,0.623366641,"Yes",0.18740704,0.385356455,8040,0.437469821,0.072911637,0.489618542,0.0441,0.0047,0.0338,0.2461,0.62528824,0.510381458,1.0,0.1606,0.157571099,9.0E-4,0.0333,0.59,0.0197,0.008455035,0.4569,"Predominantly_certificate-degree_granting","",0.0,0.5977,0.0,0.4071,0,0,0,"KS",1967-05-01,"Computer_Science,_Applied_Mathematics,_Middle_Eastern_Studies",4266,"www.kckcc.edu",66112
0,0.0,12552,0,6345,"Rochester","Rochester_NY",1409,0.439896596,0.629945222,0.0,0.233,"Public","Associate_degree",4959,"Monroe_Community_College",43.101036,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-77.610136,0.553033218,"Yes",0.26128782,0.428035538,9059,0.35510394,0.036456717,0.608439342,0.0382,0.0055,0.0428,0.2024,0.539951263,0.391560658,0.4354,0.0939,0.064640246,0.0017,0.0109,0.3409,0.0039,0.008208285,0.6008,"Predominantly_associates-degree_granting","",0.0,0.6067,0.0,0.3868,0,0,0,"NY",1970-07-15,"Museum_Studies,_Music,_Archeology",12456,"www.monroecc.edu/",14623
23,0.7533,27168,0,7583,"Livonia","Livonia_MI",996,0.524324324,0.72007722,0.5806,0.0,"Private_nonprofit","Graduate_degree",19500,"Madonna_University",42.384323,4,"City:_Small_(population_less_than_100,000)",-83.404722,0.480519481,"Yes",0.36,0.555984556,19500,0.387409201,0.030266344,0.582324455,0.026,4.0E-4,0.0106,0.123,0.687229437,0.417675545,0.2198,0.0455,0.111471862,0.002,0.1543,0.4559,0.0276,0.0,0.6106,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.8372,0.0,0.0,0.0,0,0,0,"MI",1965-12-01,"Korean,_Applied_Mathematics,_Cinematography_and_Film/Video_Production",2463,"https://www.madonna.edu",481501176
0,0.6549,34322,0,5063,"Kettering","Kettering_OH",1696,0.777777778,0.802325581,0.0,0.6712,"Private_for-profit","Associate_degree",26181,"Advertising_Art_Educational_Services_DBA_School_of_Advertising_Art",39.681305,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-84.134269,0.206030151,"Yes",0.575,0.476923077,26181,0.0,0.0,0.635869565,0.0052,0.0103,0.0155,0.0567,0.693467337,0.364130435,0.5556,0.0361,0.0,0.0,0.0,0.0155,0.0052,0.0,0.8711,"Predominantly_associates-degree_granting","",0.0,0.7312,0.0,0.0,0,0,0,"OH",1988-03-08,"Mechanical_Engineering,_Photography,_Bioethics",194,"www.saa.edu",45440
23,0.8189,50339,0,4976,"Immaculata","Immaculata_PA",1839,0.703759399,0.783410138,0.6728,0.0,"Private_nonprofit","Graduate_degree",35210,"Immaculata_University",40.027981,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-75.570711,0.251082251,"Yes",0.371485944,0.718794835,35210,0.0,0.0,0.649122807,0.0185,0.0048,0.0171,0.148,0.751803752,0.350877193,1.0,0.0603,0.121212121,0.0014,0.0089,0.3537,0.0123,0.0,0.7286,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.7926,0.0,0.5,0.0,530,550,550,"PA",1965-12-01,"Museum_Studies,_Nursing,_Caribbean_Studies",1459,"www.immaculata.edu",19345
0,0.774,48887,0,8935,"Purchase","Purchase_NY",1400,0.698412698,0.852193995,0.4813,0.0,"Private_nonprofit","Graduate_degree",36920,"Manhattanville_College",41.032187,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-73.715645,0.30839895,"Yes",0.503311258,0.711180124,36920,0.263386397,0.037626628,0.698986975,0.0225,0.0023,0.0144,0.0847,0.707349081,0.301013025,0.2982,0.1844,0.0,0.0023,0.0847,0.0213,0.1677,0.0,0.4369,"Predominantly_bachelors-degree_granting","",0.7644,0.0,1.0,0.0,0,0,0,"NY",1965-12-01,"Industrial_Engineering,_Italian,_Computer_and_Information_Science",1735,"www.mville.edu",10577
25,0.6143,30363,0,4992,"Athens","Athens_TN",2061,0.647761194,0.810035842,0.4587,0.0,"Private_nonprofit","Graduate_degree",23000,"Tennessee_Wesleyan_University",35.446331,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-84.592728,0.379897785,"Yes",0.45625,0.552995392,23000,0.390825688,0.023853211,0.585321101,0.019,0.0,0.004,0.036,0.620102215,0.414678899,1.0,0.01,0.132879046,0.0,0.0,0.0901,0.4304,0.0,0.5005,"Predominantly_bachelors-degree_granting","United_Methodist",0.6698,0.0,0.0,0.0,540,530,0,"TN",1965-01-01,"Computer_Engineering,_Neuroscience,_Chemistry",999,"www.tnwesleyan.edu",37303
24,0.6001,21706,0,9141,"New_Britain","New_Britain_CT",325,0.692178771,0.810696693,0.5366,0.0,"Public","Graduate_degree",9741,"Central_Connecticut_State_University",41.692502,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-72.765991,0.329748228,"Yes",0.46740638,0.667056075,22602,0.361360544,0.026122449,0.612517007,0.0292,0.0012,0.0415,0.1199,0.491322415,0.387482993,0.4824,0.1363,0.03959912,8.0E-4,0.0152,0.1877,0.026,0.003666585,0.6299,"Predominantly_bachelors-degree_granting","",0.7765,0.0,0.5,0.0,550,550,550,"CT",1965-12-01,"Art,_Religious_Studies,_Bioethics",9269,"www.ccsu.edu",6050
0,0.0,12906,0,5418,"Clyde","Clyde_NC",1531,0.5,0.0,0.0,0.3697,"Public","Associate_degree",2538,"Haywood_Community_College",35.525905,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-82.927918,0.712270804,"Yes",0.247572816,0.0,8682,0.38585209,0.038585209,0.575562701,0.0045,0.015,0.003,0.0863,0.636107193,0.424437299,0.1511,0.024,0.204513399,0.0015,8.0E-4,0.533,0.0135,0.0,0.8514,"Predominantly_certificate-degree_granting","",0.0,0.734,0.0,0.5577,0,0,0,"NC",1969-03-12,"English,_Applied_Mathematics,_Drawing",1332,"https://www.haywood.edu",287219901
0,0.0,13594,0,7990,"Hilo","Hilo_HI",2466,0.448717949,0.696428571,0.0,0.2102,"Public","Associate_degree",3084,"Hawaii_Community_College",19.704756,2,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-155.069653,0.711260828,"Yes",0.240740741,0.393333333,8220,0.472868217,0.011074197,0.516057586,0.4203,0.0031,0.1817,0.0045,0.572666025,0.483942414,0.5174,0.1531,0.126082772,0.0868,0.0197,0.4861,0.0036,0.0,0.1271,"Predominantly_associates-degree_granting","",0.0,0.618,0.0,0.4249,0,0,0,"HI",1969-11-01,"Russian,_African_Studies,_Art",2234,"www.hawaii.hawaii.edu",967205096
0,0.0,15215,0,8967,"Rancho_Cucamonga","Rancho_Cucamonga_CA",148,0.0,0.0,0.0,0.242,"Public","Associate_degree",1169,"Chaffey_College",34.147663,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-117.573932,0.690962788,"Yes",0.0,0.0,6521,0.425908811,0.13185459,0.442236599,0.0321,0.0017,0.0594,0.0788,0.598109864,0.557763401,0.2402,0.6359,0.09509746,0.0022,0.0085,0.6967,0.0219,0.006851743,0.1596,"Predominantly_associates-degree_granting","",0.0,0.7302,0.0,0.5835,0,0,0,"CA",1985-01-01,"Criminology,_Economics,_Business_Administration/Management",19341,"www.chaffey.edu",917373002
0,0.0,16759,0,5194,"Wilson","Wilson_NC",1582,0.507246377,0.0,0.0,0.1472,"Public","Associate_degree",2552,"Wilson_Community_College",35.730114,2,"Town:_Fringe_(in_urban_cluster_up_to_10_miles_from_an_urbanized_area)",-77.895663,0.711721225,"Yes",0.222772277,0.0,8716,0.446096654,0.063197026,0.49070632,0.0018,0.0106,0.0089,0.4198,0.710665259,0.50929368,1.0,0.101,0.146779303,9.0E-4,0.0,0.4925,0.0106,0.0,0.4464,"Predominantly_associates-degree_granting","",0.0,0.5404,0.0,0.3377,0,0,0,"NC",1967-09-27,"English,_Photography,_Marketing",1129,"www.wilsoncc.edu",278933310
25,0.8442,48936,0,11758,"Boston","Boston_MA",949,0.724114441,0.850926672,0.5907,0.0,"Private_nonprofit","Graduate_degree",35578,"Suffolk_University",42.358944,4,"City:_Large_(population_of_250,000_or_more)",-71.061788,0.276199348,"Yes",0.537634409,0.697038724,35578,0.274708566,0.021794222,0.703497212,0.0204,0.0014,0.0828,0.0591,0.600838379,0.296502788,0.5147,0.1142,0.016301817,8.0E-4,0.2262,0.0407,0.0613,0.0,0.4339,"Predominantly_bachelors-degree_granting","",0.7545,0.0,0.6667,0.0,560,560,560,"MA",1965-12-01,"Industrial_Engineering,_English,_Civil_Engineering",5107,"www.suffolk.edu",21082770
27,0.6917,44465,0,8236,"Albany","Albany_NY",1325,0.898584906,0.0,0.7136,0.0,"Private_nonprofit","Graduate_degree",31981,"Albany_College_of_Pharmacy_and_Health_Sciences",42.650371,4,"City:_Small_(population_less_than_100,000)",-73.779063,0.229024943,"Yes",0.7,0.0,31981,0.0,0.0,0.783018868,0.0155,0.0,0.1498,0.0355,0.603174603,0.216981132,0.7886,0.0433,0.0,0.0,0.061,0.0067,0.0411,0.0,0.6537,"Predominantly_bachelors-degree_granting","",0.8191,0.0,0.0,0.0,640,600,610,"NY",1966-04-01,"Criminology,_Applied_Mathematics,_Accounting",901,"www.acphs.edu",122083492
0,0.0,9618,0,7900,"Manchester","Manchester_CT",335,0.717391304,0.0,0.0,0.1733,"Public","Associate_degree",4168,"Manchester_Community_College_Connecticut",41.761625,2,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-72.561939,0.618266979,"Yes",0.525925926,0.0,12504,0.465510286,0.046389673,0.48810004,0.0254,0.0022,0.0469,0.1678,0.559049849,0.51189996,0.2249,0.2016,0.073603212,5.0E-4,0.001,0.6538,0.0609,0.010036802,0.4936,"Predominantly_associates-degree_granting","",0.0,0.6024,0.0,0.4563,0,0,0,"CT",1965-05-06,"Nursing,_International_Studies,_Culinary_Arts",5794,"www.manchestercc.edu/",6040
26,0.378,13023,0,8153,"Sarasota","Sarasota_FL",2590,0.596142107,0.780812901,0.0,0.0,"Public","Graduate_degree",5587,"University_of_South_Florida-Sarasota-Manatee",27.39158,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-82.562725,0.457289177,"No",0.386380323,0.591433892,16501,0.324990689,0.03255121,0.642458101,0.0257,0.0034,0.0257,0.0536,0.605735746,0.357541899,0.6122,0.1385,0.071628542,6.0E-4,0.0145,0.4417,0.0218,0.004643223,0.7164,"Predominantly_bachelors-degree_granting","",0.8506,0.0,0.6667,0.0,580,610,580,"FL",1965-12-01,"Nursing,_European_History,_Caribbean_Studies",1791,"usfsm.edu/",342432049
0,0.4627,61675,0,8850,"New_York","New_York_NY",1399,0.681818182,0.0,1.0,0.0,"Private_nonprofit","Graduate_degree",44600,"Manhattan_School_of_Music",40.812312,4,"City:_Large_(population_of_250,000_or_more)",-73.961334,0.215384615,"Yes",0.6,0.0,44600,0.0,0.0,0.0,0.046,0.0,0.2932,0.0656,0.453846154,0.0,0.2685,0.0525,0.0,0.0,0.2735,0.0022,0.0241,0.0,0.2451,"Predominantly_bachelors-degree_granting","",0.9307,0.0,0.0,0.0,0,0,0,"NY",1965-12-01,"American_History,_English,_Philosophy",457,"www.msmnyc.edu",100274698
20,0.9187,39194,0,7994,"San_Antonio","San_Antonio_TX",2120,0.50899928,0.720218579,0.5614,0.0,"Private_nonprofit","Graduate_degree",28898,"University_of_the_Incarnate_Word",29.46708,4,"City:_Large_(population_of_250,000_or_more)",-98.46583,0.388828829,"Yes",0.303915476,0.550218341,28898,0.383046781,0.049580168,0.567373051,0.0152,0.0016,0.0189,0.0752,0.640720721,0.432626949,0.4682,0.5762,0.217297297,0.0029,0.0551,0.2807,0.0611,0.006846847,0.1938,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.773,0.0,0.5,0.0,470,470,0,"TX",1965-12-01,"Criminology,_Cinematography_and_Film/Video_Production,_Jewish_Studies",6239,"www.uiw.edu",78209
0,0.0,13094,0,6697,"West_Barnstable","West_Barnstable_MA",895,0.661016949,0.706422018,0.0,0.222,"Public","Associate_degree",4320,"Cape_Cod_Community_College",41.69192,2,"City:_Small_(population_less_than_100,000)",-70.337334,0.565617805,"Yes",0.413242009,0.528189911,9264,0.37628866,0.036941581,0.58676976,0.0514,0.0069,0.0224,0.0677,0.592478895,0.413230241,0.2226,0.0771,0.117421335,0.0022,0.0011,0.6639,0.0206,0.008442057,0.7507,"Predominantly_associates-degree_granting","",0.0,0.5615,0.0,0.4898,0,0,0,"MA",1967-01-01,"Entrepreneurship,_Architecture,_Cinematography_and_Film/Video_Production",2764,"www.capecod.edu",26681599
0,0.6132,29942,0,5903,"Dix_Hills","Dix_Hills_NY",1373,0.572490706,0.705882353,0.3902,0.0,"Private_for-profit","Graduate_degree",19380,"Five_Towns_College",40.794506,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-73.369348,0.390710383,"Yes",0.335384615,0.519402985,19380,0.0,0.0,0.682926829,0.0233,0.0062,0.0171,0.2124,0.286885246,0.317073171,0.213,0.1504,0.0,0.0016,0.0326,0.0341,0.0419,0.0,0.5147,"Predominantly_bachelors-degree_granting","",0.7449,0.0,0.4,0.0,0,0,0,"NY",1974-10-30,"Statistics,_Nursing,_Government",645,"www.ftc.edu",117465871
0,0.0,11799,0,6022,"Louisville","Louisville_KY",760,0.41555783,0.615780446,0.0,0.1089,"Public","Associate_degree",4016,"Jefferson_Community_and_Technical_College",38.246027,2,"City:_Large_(population_of_250,000_or_more)",-85.753615,0.658216136,"Yes",0.178879675,0.377673797,13376,0.438951483,0.045067832,0.515980685,0.0377,0.0024,0.0376,0.2168,0.591598816,0.484019315,0.9548,0.0799,0.131199112,0.0015,0.0042,0.6301,0.0072,0.004811251,0.6127,"Predominantly_certificate-degree_granting","",0.0,0.5254,0.0,0.424,0,0,0,"KY",1968-12-01,"African_Studies,_Biochemistry,_European_History",9284,"www.jefferson.kctcs.edu",402022005
23,0.5385,27769,0,5822,"Carlinville","Carlinville_IL",502,0.746153846,0.797687861,0.42,0.0,"Private_nonprofit","Bachelors_degree",21162,"Blackburn_College",39.287896,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-89.870241,0.492753623,"Yes",0.384236453,0.567164179,21162,0.409340659,0.03021978,0.56043956,0.0375,0.0017,0.0085,0.1227,0.560386473,0.43956044,0.5873,0.029,0.024154589,0.0017,0.0119,0.0307,0.0204,0.0,0.7666,"Predominantly_bachelors-degree_granting","Presbyterian_Church_(USA)",0.6478,0.0,1.0,0.0,440,450,0,"IL",1965-12-01,"Art_History,_East_Asian_Studies,_Linguistics",587,"www.blackburn.edu",62626
29,0.8434,51316,0,9899,"Milwaukee","Milwaukee_WI",2350,0.837527352,0.914641745,0.8056,0.0,"Private_nonprofit","Graduate_degree",38470,"Marquette_University",43.03903,4,"City:_Large_(population_of_250,000_or_more)",-87.927961,0.16195698,"Yes",0.580919932,0.769509982,38470,0.174911661,0.018551237,0.806537103,0.0373,0.0019,0.0625,0.0386,0.585407001,0.193462898,0.5718,0.1082,0.0,7.0E-4,0.033,0.0166,0.0027,0.0,0.7151,"Predominantly_bachelors-degree_granting","Roman_Catholic",0.8884,0.0,0.5,0.0,640,630,640,"WI",1965-12-01,"Political_Science,_Latin_American_Studies,_Geography",8053,"www.marquette.edu",53233
25,0.5975,21334,0,8592,"Winona","Winona_MN",1091,0.819923372,0.931585678,0.5922,0.0,"Public","Graduate_degree",9075,"Winona_State_University",44.046159,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-91.643723,0.195672051,"Yes",0.57925636,0.802175391,14772,0.201305057,0.010440457,0.788254486,0.0236,0.0016,0.0238,0.0265,0.664431576,0.211745514,0.6638,0.0297,0.052118257,8.0E-4,0.0269,0.1156,0.0075,0.0,0.8597,"Predominantly_bachelors-degree_granting","",0.7738,0.0,0.5833,0.0,510,560,0,"MN",1965-12-01,"Industrial_Engineering,_English,_Portuguese",7485,"www.winona.edu",559875838
0,0.0,14029,0,7140,"Susanville","Susanville_CA",195,0.0,0.0,0.0,0.1796,"Public","Associate_degree",1127,"Lassen_Community_College",40.431327,2,"Rural:_Fringe_(rural_territory_up_to_5_miles_from_an_urbanized_area_or_up_to_2.5_miles_from_an_urban_cluster)",-120.631169,0.644908616,"Yes",0.0,0.0,5951,0.493827161,0.055555556,0.450617284,0.0385,0.0205,0.0308,0.1694,0.480417755,0.549382716,0.3889,0.2823,0.122715405,0.0128,0.021,0.6879,0.0252,0.0,0.3994,"Predominantly_associates-degree_granting","",0.0,0.5236,0.0,0.0984,0,0,0,"CA",1967-05-01,"Civil_Engineering,_Graphic_Design,_Environmental_Science",1948,"www.lassencollege.edu/",96130
0,0.0,13025,0,7568,"Springfield","Springfield_MA",946,0.618729097,0.758152174,0.0,0.2106,"Public","Associate_degree",5736,"Springfield_Technical_Community_College",42.108393,2,"City:_Midsize_(population_of_at_least_100,000_but_less_than_250,000)",-72.581598,0.635642356,"Yes",0.420302761,0.569744597,12246,0.414596273,0.065993789,0.519409938,0.0258,0.0037,0.0334,0.1632,0.584986268,0.480590062,0.4647,0.291,0.10192249,0.001,0.009,0.5459,8.0E-4,0.010070186,0.4723,"Predominantly_associates-degree_granting","",0.0,0.603,0.0,0.4279,0,0,0,"MA",1968-05-22,"Public_Health,_Ancient_Studies,_Biblical_Studies",5124,"www.stcc.edu",11051296
26,0.8168,21534,0,6693,"Allendale","Allendale_MI",985,0.670423056,0.823194409,0.6629,0.0,"Public","Graduate_degree",11520,"Grand_Valley_State_University",42.963001,4,"Suburb:_Large_(outside_principal_city,_in_urbanized_area_with_population_of_250,000_or_more)",-85.889826,0.252257535,"Yes",0.463260469,0.671484493,16392,0.259615385,0.013683432,0.726701183,0.0336,0.0034,0.0231,0.0518,0.611234901,0.273298817,0.6593,0.0515,0.027559517,5.0E-4,0.012,0.1094,0.0029,0.002814589,0.8213,"Predominantly_bachelors-degree_granting","",0.8402,0.0,0.4,0.0,580,585,0,"MI",1981-12-01,"Linguistics,_Genetics,_Cell_Biology",22081,"www.gvsu.edu",494019403
0,0.0,13370,0,6049,"Keyser","Keyser_WV",2325,0.67239504,0.863600317,0.1617,0.0,"Public","Bachelors_degree",4056,"Potomac_State_College_of_West_Virginia_University",39.438323,4,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-78.981441,0.280719381,"No",0.416173205,0.64874552,10416,0.292924981,0.010991356,0.696083662,0.0421,0.0025,0.0017,0.1548,0.501255903,0.303916338,0.5444,0.032,0.029136944,0.0017,0.005,0.0841,0.0034,0.001708028,0.7569,"Predominantly_associates-degree_granting","",0.4062,0.0,0.1429,0.0,0,0,0,"WV",2005-02-25,"French,_Materials_Science,_Chinese",1189,"www.potomacstatecollege.edu",26726
0,0.0,29446,0,4334,"Mount_Vernon","Mount_Vernon_GA",435,0.453488372,0.752475248,0.2326,0.0,"Private_nonprofit","Bachelors_degree",16960,"Brewton-Parker_College",32.185718,4,"Rural:_Distant_(rural_territory_more_than_5_miles_but_up_to_25_miles_from_an_urbanized_area_or_more_than_2.5_and_up_to_10_miles_from_an_urban_cluster)",-82.586136,0.468319559,"Yes",0.318181818,0.512244898,16960,0.0,0.0,0.623853211,0.0216,0.0087,0.0022,0.2619,0.371900826,0.376146789,0.9643,0.0758,0.038567493,0.026,0.0368,0.1255,0.2316,0.0,0.3355,"Predominantly_bachelors-degree_granting","Baptist",0.2667,0.0,1.0,0.0,0,0,0,"GA",1967-05-01,"Biology,_Theatre,_Mechanical_Engineering",462,"www.bpc.edu",30445
0,0.0,13750,0,5203,"Nelsonville","Nelsonville_OH",1639,0.47761194,0.691176471,0.0,0.214,"Public","Associate_degree",4390,"Hocking_College",39.441954,2,"Town:_Distant_(in_urban_cluster_more_than_10_miles_and_up_to_35_miles_from_an_urbanized_area)",-82.220791,0.512,"Yes",0.292176956,0.404456094,8780,0.426780116,0.026421854,0.54679803,0.0366,0.0039,0.0046,0.1177,0.41,0.45320197,0.875,0.0199,0.0736,0.0011,0.0242,0.1949,0.0238,0.008,0.7681,"Predominantly_associates-degree_granting","",0.0,0.4829,0.0,0.2326,0,0,0,"OH",1976-01-01,"Mechanical_Engineering,_Physics,_Public_Health",2812,"www.hocking.edu",45764
31,0.7933,21698,0,10206,"Rolla","Rolla_MO",1157,0.908411215,0.0,0.6397,0.0,"Public","Graduate_degree",9057,"Missouri_University_of_Science_and_Technology",37.953426,4,"Town:_Remote_(in_urban_cluster_more_than_35_miles_from_an_urbanized_area)",-91.775583,0.238748393,"Yes",0.601779755,0.0,25173,0.215024741,0.009896536,0.775078722,0.0267,0.0038,0.0335,0.034,0.241320189,0.224921278,0.7753,0.0334,0.022717531,4.0E-4,0.0438,0.0957,0.0273,0.0,0.7971,"Predominantly_bachelors-degree_granting","",0.829,0.0,0.6154,0.0,698,678,640,"MO",1965-12-01,"Spanish,_Music,_Cell_Biology",6857,"www.mst.edu/",65409
